RUT;Nombre;Genero;Fecha_Nacimiento;Previsión;Monto_Deuda
4.980.407-8;Javier Vicente Vergara Rodríguez;MASCULINO;1982/2/9;FONASA;252600.29
11.465.01-2;María María González Ruiz;FEMENINO;1990/3/4;FONASA;361444.51
5.754.093-5;Paula Paula Rojas Rodríguez;FEMENINO;1987/12/6;FONASA;1738315.55
13.405.847-2;Bernardo Juan Ruiz Rojas;MASCULINO;1982/11/21;FONASA;474758.93
12.644.913-6;Vicente Felipe Campos Rojas;MASCULINO;1984/4/26;ISAPRE;1440972.06
7.582.423-1;Ignacia Paula Robles Díaz;FEMENINO;1969/5/0;FONASA;156615.62
12.512.487-1;María Valeria González Ruiz;FEMENINO;1968/6/8;ISAPRE;269611.77
6.679.289-5;Alejandro Rodrigo Rodríguez Robles;MASCULINO;1970/11/15;FONASA;1799279.19
8.516.279-2;Vicente Vicente Rodríguez Quiroga;MASCULINO;1974/10/13;FONASA;651953.9500000001
15.909.248-5;Andrea Blanca Saavedra González;FEMENINO;1989/5/0;ISAPRE;1862064.9000000001
20.426.281-0;Andrea Pamela Vergara Rojas;FEMENINO;1999/2/3;ISAPRE;1612740.01
11.018.513-5;Andrea Victoria Valenzuela Rodríguez;FEMENINO;1964/10/0;FONASA;1297897.85
10.715.227-0;Pamela Javiera Marín Rodríguez;FEMENINO;1979/1/4;FONASA;1043537.29
9.873.302-4;Rodrigo Pedro Vergara Saavedra;MASCULINO;1967/5/11;FONASA;925792.84
12.558.724-4;Isabel María Rojas Campos;FEMENINO;1997/3/16;FONASA;178845.08000000002
17.168.934-7;Javier Rodrigo Saavedra Campos;MASCULINO;1962/11/0;ISAPRE;1164180.16
16.637.213-3;Vicente Bernardo Muñoz González;MASCULINO;1965/6/8;FONASA;338267.45
8.065.909-9;Pablo Ramón López Valenzuela;MASCULINO;1996/12/29;FONASA;1576583.92
10.344.227-8;Isabel Isabel Rodríguez López;FEMENINO;1965/1/19;FONASA;1925142.1
13.105.187-5;Javier Andrés Vergara Saavedra;MASCULINO;1964/6/9;FONASA;1650461.7
16.620.998-6;Ignacio Pablo Valenzuela Rojas;MASCULINO;1977/12/1;FONASA;1738775.96
13.151.852-7;Daniela Constanza Quiroga Muñoz;FEMENINO;1979/1/0;FONASA;1324367.82
11.540.128-3;Rodrigo Vicente Ruiz Muñoz;MASCULINO;1962/7/11;ISAPRE;1911504.9000000001
16.465.201-6;Ignacia Pamela Robles Rodríguez;FEMENINO;1987/8/6;ISAPRE;1891759.8
7.922.738-0;Pamela Cecilia Rodríguez Campos;FEMENINO;1971/11/27;FONASA;1657972.46
11.801.522-3;Bernardo Francisco Robles Castro;MASCULINO;1983/1/2;ISAPRE;1424687.76
11.080.492-8;Javier Pablo Castro Díaz;MASCULINO;1964/9/0;FONASA;336923.3
9.022.257-2;Vicente Gabriel Vergara González;MASCULINO;1974/1/0;FONASA;2036743.6300000001
13.996.722-3;Alejandro Bernardo Robles Valenzuela;MASCULINO;1969/4/10;FONASA;1527490.0
15.442.859-4;Constanza Ignacia Valenzuela Vergara;FEMENINO;1996/7/26;FONASA;1833152.8
20.149.810-6;Rodrigo Alejandro Díaz Rodríguez;MASCULINO;1982/11/20;FONASA;2038933.4100000001
4.933.422-3;Bernardo Pablo Rodríguez Quiroga;MASCULINO;1967/2/19;FONASA;900793.7100000001
11.09.291-3;Valeria Valeria Quiroga Castro;FEMENINO;1987/10/20;ISAPRE;560582.65
18.390.821-1;Pedro Pedro Campos Díaz;MASCULINO;1990/9/27;FONASA;1928277.4200000002
10.044.456-4;Ignacia Javiera López Robles;FEMENINO;2000/11/23;FONASA;387720.84
20.328.213-7;Javier Ramón López Vergara;MASCULINO;1992/11/10;FONASA;573908.79
10.620.998-9;Andrés Francisco Saavedra Quiroga;MASCULINO;1991/6/4;ISAPRE;301501.60000000003
19.057.714-9;Bernardo Pablo Campos Rodríguez;MASCULINO;1967/1/1;FONASA;1862515.01
7.403.217-8;Ramón Pedro Campos López;MASCULINO;1980/3/19;FONASA;586250.25
16.957.714-7;Pedro Felipe Muñoz Valenzuela;MASCULINO;1981/4/21;FONASA;1486482.61
8.474.697-9;Ignacio Bernardo Campos Rodríguez;MASCULINO;1965/5/17;FONASA;1928804.78
8.114.903-8;Ramón Gabriel Saavedra Vergara;MASCULINO;1987/3/14;FONASA;1155169.72
18.882.382-9;Ignacia Isidora Saavedra Campos;FEMENINO;1986/8/10;ISAPRE;1019987.37
18.124.934-0;Paula Andrea Rodríguez López;FEMENINO;1995/12/1;ISAPRE;1571669.79
13.285.086-9;Ignacia María Ruiz Ruiz;FEMENINO;1971/6/22;ISAPRE;1734834.1500000001
15.873.942-3;Ignacio Pedro Rodríguez González;MASCULINO;1988/4/7;ISAPRE;1036980.31
21.438.104-3;Francisco Ramón Rodríguez Castro;MASCULINO;1989/9/14;ISAPRE;1392775.27
11.710.709-8;Javier Pedro Valenzuela Rojas;MASCULINO;1997/11/24;FONASA;1652490.8
12.406.060-9;Javiera María Vergara Rojas;FEMENINO;1986/9/13;FONASA;692293.9
11.274.094-6;Pedro Ramón Rojas Valenzuela;MASCULINO;1993/7/13;FONASA;1815896.18
17.672.263-5;Ignacia Daniela Castro Ruiz;FEMENINO;1965/4/4;FONASA;409856.57
5.169.826-6;Andrés Ignacio Castro Robles;MASCULINO;1990/2/10;ISAPRE;465746.43
4.181.427-9;María Javiera Robles López;FEMENINO;1983/11/7;ISAPRE;1372836.53
17.540.722-0;Paula Javiera Castro Muñoz;FEMENINO;1991/4/28;ISAPRE;641470.61
14.625.119-2;Javier Juan Muñoz Rojas;MASCULINO;1989/12/26;FONASA;205921.72
7.041.200-6;Javier Ignacio Valenzuela Quiroga;MASCULINO;1979/12/9;FONASA;458444.76
18.525.428-9;Daniela Paula Díaz Rodríguez;FEMENINO;1979/2/1;FONASA;122124.01000000001
6.523.668-5;Alejandro Gabriel Marín Rojas;MASCULINO;1993/6/26;FONASA;1863267.94
4.590.174-3;Bernardo Andrés López Robles;MASCULINO;1962/2/11;ISAPRE;1968044.69
16.583.442-4;Juan Juan Díaz López;MASCULINO;1996/6/5;ISAPRE;2020996.99
16.100.855-8;María Pamela Rodríguez Valenzuela;FEMENINO;1986/7/29;FONASA;1903915.86
8.241.767-5;Alejandro Rodrigo Marín Quiroga;MASCULINO;1977/11/8;FONASA;469884.97000000003
11.563.643-4;Javiera Paula Vergara Muñoz;FEMENINO;1985/10/20;FONASA;1373877.86
21.025.429-7;Isabel Daniela Muñoz Valenzuela;FEMENINO;1987/3/1;ISAPRE;1923086.22
13.218.589-4;Ramón Javier López Ruiz;MASCULINO;1979/12/17;ISAPRE;381267.89
21.427.013-0;Javier Pablo Rodríguez Díaz;MASCULINO;1964/2/26;ISAPRE;1302839.79
6.547.911-7;Victoria Daniela López Rojas;FEMENINO;1995/10/26;FONASA;1277138.2
10.819.498-4;Constanza María Robles López;FEMENINO;1977/4/7;FONASA;318840.62
15.242.497-3;Alejandro Pedro Quiroga Valenzuela;MASCULINO;1994/7/13;ISAPRE;1779128.27
17.968.876-9;Paula Constanza Campos Ruiz;FEMENINO;1996/3/13;FONASA;1172435.61
15.414.868-6;Gabriel Felipe Rojas Castro;MASCULINO;1967/8/10;FONASA;1529632.4000000001
17.746.900-5;Valeria Blanca González Quiroga;FEMENINO;1967/4/12;ISAPRE;730536.77
18.658.244-9;Valeria Pamela Vergara Vergara;FEMENINO;1960/10/22;FONASA;286143.27
21.270.301-0;María Valeria Saavedra Díaz;FEMENINO;1962/8/21;FONASA;1001966.49
18.539.682-5;Andrés Ramón Rojas González;MASCULINO;1975/7/23;FONASA;1313713.5
9.806.589-0;Paula Pamela Vergara Rodríguez;FEMENINO;1981/6/5;FONASA;1627324.81
11.317.311-9;Victoria Cecilia González González;FEMENINO;1981/3/13;FONASA;1977774.07
16.219.533-2;Pedro Rodrigo Muñoz Rodríguez;MASCULINO;1970/7/21;FONASA;775600.3
12.590.705-9;Alejandro Alejandro Ruiz Saavedra;MASCULINO;1969/7/4;ISAPRE;151068.04
16.514.564-3;Cecilia Blanca González Ruiz;FEMENINO;1964/8/8;FONASA;1145171.51
20.765.460-3;Alejandro Vicente Rodríguez Campos;MASCULINO;1987/10/5;FONASA;975991.9500000001
11.712.567-4;Pamela Victoria Muñoz González;FEMENINO;1980/2/20;ISAPRE;1995301.58
13.721.389-7;Vicente Gabriel Saavedra Castro;MASCULINO;1979/10/18;FONASA;1916649.75
5.873.216-0;Blanca Daniela Díaz Marín;FEMENINO;1989/6/2;ISAPRE;443142.05
21.528.885-6;Ignacia Victoria Díaz Vergara;FEMENINO;1964/4/6;ISAPRE;425799.94
13.520.787-3;Felipe Ramón Valenzuela Ruiz;MASCULINO;1997/9/18;FONASA;1777131.1
12.996.351-2;Bernardo Felipe Rodríguez Rojas;MASCULINO;1997/3/22;FONASA;347660.02
13.641.305-7;Andrés Pedro Saavedra Robles;MASCULINO;1974/5/9;FONASA;2031144.55
21.267.566-5;Gabriel Vicente Vergara Rojas;MASCULINO;1976/9/12;ISAPRE;866350.51
9.941.593-6;Juan Vicente Díaz Saavedra;MASCULINO;1967/7/1;FONASA;330926.64
12.067.241-1;Francisco Juan Díaz Ruiz;MASCULINO;1968/10/30;FONASA;2053209.21
6.881.997-5;Vicente Juan López López;MASCULINO;1980/7/6;ISAPRE;801949.76
6.857.628-7;Javiera Javiera Valenzuela Rojas;FEMENINO;1971/7/4;FONASA;447389.77
8.692.248-2;Javiera Pamela Rojas Robles;FEMENINO;1983/7/30;ISAPRE;452425.44
11.336.204-6;Gabriel Javier González Castro;MASCULINO;1994/2/0;FONASA;109364.37000000001
13.989.489-8;Rodrigo Javier Vergara González;MASCULINO;1997/4/9;FONASA;1652091.1600000001
5.911.04-3;Pamela Constanza Saavedra Rodríguez;FEMENINO;1993/1/11;ISAPRE;1302350.54
17.620.532-7;Constanza María Campos Vergara;FEMENINO;1972/10/16;ISAPRE;513519.89
4.142.453-0;Rodrigo Pablo Vergara Rojas;MASCULINO;1965/4/21;FONASA;456111.81
21.199.826-0;Vicente Vicente Muñoz Rodríguez;MASCULINO;1974/11/20;FONASA;1279364.03
21.132.180-2;Constanza María Castro Muñoz;FEMENINO;1994/2/27;ISAPRE;1933846.6300000001
4.934.328-8;Francisco Javier Quiroga Díaz;MASCULINO;1964/12/13;ISAPRE;1963235.62
8.756.054-6;Ramón Rodrigo Campos Saavedra;MASCULINO;1973/3/20;FONASA;673437.6900000001
21.953.260-0;Constanza Cecilia Quiroga Vergara;FEMENINO;1967/8/0;FONASA;1070321.41
13.197.497-7;Ignacia Daniela Vergara Vergara;FEMENINO;1980/7/6;FONASA;1727661.23
16.754.458-0;Paula Daniela Robles Campos;FEMENINO;1960/5/29;FONASA;515822.97000000003
16.671.804-5;Gabriel Alejandro González Rodríguez;MASCULINO;1978/2/2;FONASA;1393211.99
19.353.959-4;Constanza Paula Muñoz Quiroga;FEMENINO;1979/5/0;FONASA;1525143.6600000001
10.193.151-7;Rodrigo Felipe Castro Díaz;MASCULINO;1991/9/6;FONASA;352110.65
7.637.560-1;Daniela Andrea Quiroga Saavedra;FEMENINO;1963/5/17;FONASA;512289.04000000004
6.519.240-6;Isabel Isidora Ruiz López;FEMENINO;1982/8/28;FONASA;1861383.04
18.710.234-9;Pedro Rodrigo Campos Saavedra;MASCULINO;1973/10/18;ISAPRE;481404.49
10.633.402-8;Cecilia Isidora López Muñoz;FEMENINO;1983/6/12;FONASA;459212.11
11.255.583-6;Vicente Andrés Valenzuela Castro;MASCULINO;1993/1/27;ISAPRE;618933.18
14.131.00-0;Francisco Francisco Marín Vergara;MASCULINO;1998/4/29;FONASA;154075.64
18.372.451-3;Rodrigo Felipe Marín Díaz;MASCULINO;1974/4/9;FONASA;1881702.8800000001
13.820.192-2;Francisco Alejandro Rodríguez Campos;MASCULINO;1974/12/2;FONASA;1351750.37
9.189.156-8;Andrés Alejandro Saavedra Quiroga;MASCULINO;1991/7/1;FONASA;1120694.59
7.190.742-2;Pedro Andrés Robles González;MASCULINO;1998/3/16;FONASA;1319247.69
5.338.116-0;Blanca Pamela López Campos;FEMENINO;1995/5/15;FONASA;819540.1
5.642.060-9;Isidora María González Castro;FEMENINO;1970/12/13;FONASA;1056695.54
4.057.639-2;Bernardo Gabriel Ruiz Rodríguez;MASCULINO;2000/8/20;FONASA;1178759.81
17.350.697-0;Felipe Rodrigo González Vergara;MASCULINO;1972/10/5;FONASA;1107610.5
11.965.937-0;Rodrigo Vicente Robles González;MASCULINO;1970/7/10;FONASA;935012.37
12.404.608-2;Pablo Javier González Rojas;MASCULINO;1979/10/3;ISAPRE;397843.68
15.104.867-6;Vicente Rodrigo Muñoz Castro;MASCULINO;1987/3/26;ISAPRE;1424437.47
8.053.951-2;Isabel Valeria Vergara Marín;FEMENINO;1979/1/2;ISAPRE;661194.0800000001
14.790.965-7;Ignacio Bernardo Castro Campos;MASCULINO;1960/11/25;FONASA;204167.63
18.699.406-1;Vicente Andrés Muñoz Vergara;MASCULINO;1973/11/6;ISAPRE;1373672.8900000001
7.562.611-0;Felipe Bernardo Vergara Quiroga;MASCULINO;1968/12/27;ISAPRE;1767552.1
7.350.253-4;Pablo Rodrigo Robles Rodríguez;MASCULINO;1962/3/16;FONASA;376094.2
16.00.538-1;María Isidora Castro Ruiz;FEMENINO;1965/9/13;ISAPRE;1633953.8900000001
15.765.194-5;Pedro Andrés Díaz Rojas;MASCULINO;1971/4/14;ISAPRE;417216.95
10.787.259-3;Isabel Ignacia López Valenzuela;FEMENINO;1964/2/21;ISAPRE;141821.73
10.676.212-9;Daniela Victoria Valenzuela Díaz;FEMENINO;1990/4/6;FONASA;1797806.29
21.267.886-4;Constanza Valeria Rodríguez Rojas;FEMENINO;1985/2/18;ISAPRE;1622090.35
9.320.800-9;Bernardo Juan Valenzuela Rojas;MASCULINO;1976/4/23;FONASA;1215215.6300000001
7.136.027-6;Vicente Vicente Campos Marín;MASCULINO;1967/9/11;FONASA;1734929.94
18.464.859-4;Ignacia Pamela Castro Rodríguez;FEMENINO;1971/10/24;FONASA;637811.02
21.933.655-6;Javiera Pamela Díaz Castro;FEMENINO;1987/10/4;FONASA;826804.6900000001
19.041.855-7;Isabel Ignacia González Ruiz;FEMENINO;1986/12/19;FONASA;846136.76
14.277.194-1;Andrea Isidora Rodríguez Marín;FEMENINO;1990/4/20;ISAPRE;1026200.3300000001
21.866.347-3;Andrés Juan Marín González;MASCULINO;1973/8/24;FONASA;459266.7
14.790.302-5;Pablo Gabriel Quiroga López;MASCULINO;1986/6/1;FONASA;1142859.16
11.850.985-3;Constanza Daniela Ruiz Rojas;FEMENINO;1963/1/30;FONASA;1545138.02
6.735.376-6;Juan Ramón Rodríguez Marín;MASCULINO;1960/11/24;FONASA;230738.54
17.738.994-1;Ignacia Ignacia Ruiz González;FEMENINO;1986/3/27;ISAPRE;1150639.78
10.384.311-6;Felipe Francisco Muñoz Saavedra;MASCULINO;1990/7/12;FONASA;792822.93
6.452.199-7;Isabel Constanza Campos Vergara;FEMENINO;1994/8/30;FONASA;1313143.9100000001
19.720.286-0;Andrea Valeria Castro Rodríguez;FEMENINO;1978/7/29;ISAPRE;1725251.03
4.499.673-9;Javier Ignacio Quiroga Rojas;MASCULINO;1966/11/13;FONASA;448934.77
6.885.334-5;Isabel Valeria Rodríguez López;FEMENINO;1972/11/0;ISAPRE;311099.14
4.627.835-3;Isabel Javiera Muñoz Saavedra;FEMENINO;1993/11/22;FONASA;1044251.0800000001
18.765.285-7;Francisco Pablo Saavedra Robles;MASCULINO;1985/12/16;FONASA;539443.96
21.739.685-1;Pedro Andrés Marín Díaz;MASCULINO;1974/12/6;FONASA;1548728.6
19.421.109-7;Constanza Blanca Quiroga Vergara;FEMENINO;1962/10/11;FONASA;884836.9500000001
15.992.127-2;Constanza Isidora González Muñoz;FEMENINO;1993/3/5;FONASA;566385.67
18.581.812-3;Valeria Cecilia González Díaz;FEMENINO;1971/5/21;FONASA;1956929.96
6.991.090-8;Pamela Isidora Marín Saavedra;FEMENINO;1980/11/27;ISAPRE;1034283.77
8.887.398-0;Isabel María Díaz Rodríguez;FEMENINO;1976/3/4;ISAPRE;1144442.27
7.03.147-9;Gabriel Andrés Rojas Saavedra;MASCULINO;1981/9/23;FONASA;2009924.49
8.223.629-8;Pedro Pablo Castro Rodríguez;MASCULINO;1980/9/24;FONASA;1277120.69
17.684.02-4;María Victoria Campos Campos;FEMENINO;1999/10/23;ISAPRE;538382.03
21.063.463-6;Isabel Victoria Muñoz Saavedra;FEMENINO;1963/12/24;FONASA;1660274.51
8.586.053-3;Pablo Ramón Valenzuela Valenzuela;MASCULINO;1963/3/6;FONASA;1245640.8
10.883.745-7;Cecilia Ignacia Quiroga López;FEMENINO;1969/2/14;ISAPRE;1054774.59
12.584.114-9;Daniela Blanca Rojas Valenzuela;FEMENINO;1960/9/14;FONASA;818396.8
19.500.328-3;Gabriel Bernardo Castro Robles;MASCULINO;1975/5/4;ISAPRE;1078091.73
14.010.087-0;Andrés Juan Rodríguez Ruiz;MASCULINO;1995/7/16;FONASA;467213.15
17.331.522-4;Felipe Gabriel Marín Saavedra;MASCULINO;1961/5/13;FONASA;319248.5
21.854.429-4;Cecilia María Marín Saavedra;FEMENINO;1989/7/20;FONASA;1398464.99
20.130.086-2;Paula Blanca González Robles;FEMENINO;1976/6/19;FONASA;385483.68
10.859.660-3;Alejandro Juan Vergara Quiroga;MASCULINO;1975/9/14;FONASA;1983235.1300000001
8.778.149-8;Pedro Felipe Rodríguez Rodríguez;MASCULINO;1969/11/30;FONASA;934230.6
4.584.391-3;Pamela Andrea Rodríguez Quiroga;FEMENINO;1987/3/14;ISAPRE;1745305.1300000001
15.601.107-5;Constanza Daniela Muñoz Marín;FEMENINO;1999/9/0;FONASA;1623203.78
18.565.661-0;Gabriel Francisco López Campos;MASCULINO;1962/11/6;ISAPRE;1013051.35
10.798.490-8;Constanza Javiera Muñoz Rodríguez;FEMENINO;1997/9/2;FONASA;1052249.03
15.652.152-3;Felipe Alejandro Ruiz Marín;MASCULINO;2000/11/27;FONASA;377452.77
17.601.732-8;Pamela Daniela Marín Vergara;FEMENINO;1973/7/6;ISAPRE;1306638.43
5.122.717-2;Francisco Alejandro Rojas Castro;MASCULINO;1986/5/25;ISAPRE;1507522.42
7.776.411-8;Vicente Rodrigo Saavedra Marín;MASCULINO;1990/7/17;ISAPRE;1446244.6300000001
21.016.355-7;Javiera Andrea Díaz Ruiz;FEMENINO;1978/9/17;FONASA;480969.83
7.054.07-8;Pablo Rodrigo Marín Rodríguez;MASCULINO;1976/6/0;ISAPRE;938802.77
7.552.495-0;Andrea Isidora Díaz Vergara;FEMENINO;1968/4/25;FONASA;329083.97000000003
8.258.073-8;Bernardo Felipe Marín Saavedra;MASCULINO;1999/5/1;FONASA;1977986.25
18.884.581-0;Javier Rodrigo González Ruiz;MASCULINO;1969/11/13;ISAPRE;1761680.07
11.266.971-9;Pamela Isabel González Quiroga;FEMENINO;1974/12/20;FONASA;344376.38
5.846.676-2;Ignacia Pamela González López;FEMENINO;1977/10/1;ISAPRE;731459.65
14.713.279-7;Paula Cecilia Rodríguez Díaz;FEMENINO;1971/11/30;FONASA;1958326.6400000001
5.466.613-7;Paula Ignacia López Valenzuela;FEMENINO;1985/8/0;FONASA;698395.62
7.770.236-8;Bernardo Pablo Rojas Ruiz;MASCULINO;1970/1/13;FONASA;133127.5
10.843.065-9;Pedro Ignacio Campos Rodríguez;MASCULINO;1981/8/28;ISAPRE;999474.92
16.635.928-4;Constanza Victoria Quiroga Díaz;FEMENINO;1967/2/4;FONASA;1200508.26
7.326.623-2;Paula Pamela Rojas Muñoz;FEMENINO;1993/8/6;FONASA;1908494.21
5.896.933-0;Javier Vicente Rojas Muñoz;MASCULINO;1989/2/4;FONASA;407487.57
14.449.051-7;Andrea Paula Robles Quiroga;FEMENINO;1964/1/2;FONASA;494218.72000000003
18.084.777-7;Pedro Ramón Rojas Quiroga;MASCULINO;1968/8/25;FONASA;1308631.48
8.571.441-8;Rodrigo Juan Díaz Vergara;MASCULINO;1963/5/5;FONASA;1250231.51
20.440.539-2;Vicente Alejandro Vergara Valenzuela;MASCULINO;1983/4/9;ISAPRE;1792378.19
19.453.283-8;Pamela Paula Valenzuela Díaz;FEMENINO;1987/2/22;FONASA;1872965.3900000001
11.165.984-1;Pamela Constanza Rodríguez Marín;FEMENINO;1982/6/25;ISAPRE;537811.41
13.794.574-5;Gabriel Andrés Quiroga Marín;MASCULINO;1967/6/6;FONASA;935062.84
10.055.463-7;Daniela Pamela Campos Robles;FEMENINO;1968/7/12;ISAPRE;1889223.94
13.619.655-0;Isidora Isidora Vergara Robles;FEMENINO;1981/1/1;ISAPRE;154055.04
17.536.083-3;Javiera Blanca Campos Rodríguez;FEMENINO;1974/2/27;FONASA;1821049.27
16.822.154-1;Andrés Ramón López Saavedra;MASCULINO;1990/7/17;ISAPRE;272010.64
5.862.330-5;Isidora Andrea Valenzuela Saavedra;FEMENINO;1976/4/7;FONASA;2007507.08
12.568.750-3;Ramón Andrés González Muñoz;MASCULINO;1977/7/24;FONASA;1695549.95
18.778.744-7;Javier Alejandro Rojas Robles;MASCULINO;1982/3/8;FONASA;163565.03
7.993.245-9;Daniela María González Díaz;FEMENINO;1971/3/9;FONASA;1313638.31
6.423.714-2;Cecilia María Díaz Rojas;FEMENINO;1982/5/8;ISAPRE;1071683.07
14.534.01-7;Francisco Juan López Rodríguez;MASCULINO;1996/5/17;FONASA;1819103.6
10.950.729-1;Javiera Valeria Campos Robles;FEMENINO;1993/6/17;FONASA;410254.15
4.258.796-2;Blanca Andrea López Saavedra;FEMENINO;1981/10/27;ISAPRE;1901840.4100000001
21.425.648-2;Rodrigo Rodrigo Valenzuela Díaz;MASCULINO;1997/10/26;ISAPRE;246715.9
20.454.958-8;Pamela Blanca Muñoz González;FEMENINO;1985/7/14;ISAPRE;1446931.6400000001
11.293.711-3;Andrea Cecilia Valenzuela Campos;FEMENINO;1986/6/8;FONASA;1272027.34
19.422.637-0;Daniela Paula Díaz Vergara;FEMENINO;1980/8/28;ISAPRE;1867246.83
5.482.973-5;Alejandro Pedro Vergara Robles;MASCULINO;1968/4/13;ISAPRE;2045687.12
11.671.786-1;Cecilia Valeria Vergara González;FEMENINO;1994/1/25;ISAPRE;260993.76
8.179.910-3;Ramón Javier Rodríguez Robles;MASCULINO;1981/9/6;FONASA;652324.75
11.100.735-7;Pedro Rodrigo Díaz Rodríguez;MASCULINO;1999/5/10;FONASA;1910328.6400000001
9.061.673-8;Gabriel Juan Marín Rodríguez;MASCULINO;1974/4/20;FONASA;1824126.9100000001
17.480.376-8;Felipe Ramón Valenzuela Robles;MASCULINO;1968/5/14;FONASA;226672.1
8.763.976-6;Pablo Vicente Vergara Marín;MASCULINO;1990/9/21;ISAPRE;540075.35
17.056.597-0;Francisco Ignacio López Ruiz;MASCULINO;1970/4/17;FONASA;814123.3300000001
10.055.929-2;Constanza Blanca Vergara Rodríguez;FEMENINO;1983/8/8;ISAPRE;1104193.99
6.750.814-1;Valeria Valeria Castro Castro;FEMENINO;1978/9/4;FONASA;326975.56
12.837.517-7;Pablo Ignacio Campos González;MASCULINO;1976/3/13;FONASA;1887176.3
9.448.715-8;Isabel María Saavedra Saavedra;FEMENINO;1975/4/30;ISAPRE;521244.89
20.857.845-1;Victoria Ignacia Muñoz Marín;FEMENINO;1993/4/9;FONASA;502734.76
19.582.597-7;Francisco Andrés Muñoz Vergara;MASCULINO;1969/6/30;FONASA;2011065.73
16.155.602-8;Vicente Ramón Robles Muñoz;MASCULINO;1999/6/2;FONASA;782773.22
7.643.572-5;Andrés Francisco Saavedra Campos;MASCULINO;1966/2/14;FONASA;1951929.31
13.322.497-7;Javiera Valeria Díaz Valenzuela;FEMENINO;1968/1/11;FONASA;897632.64
20.474.679-9;Javier Javier Castro Quiroga;MASCULINO;1992/12/1;ISAPRE;1899428.1500000001
20.050.493-1;Daniela Valeria Castro Vergara;FEMENINO;1991/2/0;FONASA;1575050.25
18.361.475-5;Constanza Pamela Rojas Quiroga;FEMENINO;1975/10/19;ISAPRE;1132766.19
11.379.721-6;Gabriel Felipe Ruiz López;MASCULINO;1983/1/27;FONASA;1646869.06
20.639.486-9;Blanca Andrea Ruiz Rojas;FEMENINO;1963/8/11;ISAPRE;1172135.8800000001
15.801.876-7;Andrea Paula Saavedra Saavedra;FEMENINO;1985/6/16;ISAPRE;420090.65
8.184.172-7;Pablo Andrés Muñoz Marín;MASCULINO;1999/4/25;ISAPRE;480126.26
13.748.652-2;Pablo Francisco Díaz Valenzuela;MASCULINO;1985/3/27;FONASA;1501069.47
5.156.684-2;Blanca Isabel Vergara Vergara;FEMENINO;1975/2/1;ISAPRE;1553487.2
7.137.768-7;Ignacia Constanza Marín Rodríguez;FEMENINO;1993/12/27;ISAPRE;1523019.8
5.452.331-5;Bernardo Pedro Robles Robles;MASCULINO;1990/3/10;ISAPRE;1250562.1400000001
5.201.660-0;Paula Victoria Castro Rodríguez;FEMENINO;1972/1/8;FONASA;1730366.01
12.088.877-9;Valeria María Marín Rodríguez;FEMENINO;1975/7/26;ISAPRE;754621.26
5.955.146-8;Ignacia Isabel Vergara Rodríguez;FEMENINO;1982/3/6;ISAPRE;1945290.96
21.374.279-3;Pedro Juan Rojas Saavedra;MASCULINO;1994/7/17;FONASA;995315.78
9.078.453-2;Constanza Javiera Rojas Rodríguez;FEMENINO;1967/12/10;FONASA;431359.88
15.117.352-6;Pablo Felipe Robles Marín;MASCULINO;1979/4/2;ISAPRE;1322091.52
13.526.370-0;Blanca Victoria González Saavedra;FEMENINO;1979/4/29;ISAPRE;1700478.5
5.635.782-1;Javier Francisco González Rojas;MASCULINO;1999/7/30;FONASA;335269.12
5.118.948-5;Pamela Pamela Rodríguez Ruiz;FEMENINO;1995/1/9;FONASA;1206148.54
8.105.936-8;Rodrigo Rodrigo Díaz Vergara;MASCULINO;1990/9/17;ISAPRE;1816991.07
9.463.720-4;Victoria Constanza Vergara Valenzuela;FEMENINO;1968/7/14;ISAPRE;899696.76
12.640.304-1;Cecilia Ignacia González López;FEMENINO;1971/5/13;FONASA;936779.85
11.803.466-3;Vicente Ignacio Campos Vergara;MASCULINO;1999/12/4;FONASA;491033.96
12.887.540-5;Pablo Vicente Rojas Ruiz;MASCULINO;1982/7/8;FONASA;772009.72
4.790.596-1;Javier Javier Saavedra Robles;MASCULINO;1969/12/7;FONASA;1505414.01
17.852.763-5;María Isidora Rodríguez López;FEMENINO;1993/5/5;FONASA;441397.23000000004
18.283.212-0;Javiera Ignacia Castro González;FEMENINO;1976/12/21;FONASA;1070848.77
21.560.059-2;Javiera Cecilia Quiroga Marín;FEMENINO;1990/8/13;ISAPRE;360450.56
19.341.320-2;Pedro Pablo Vergara Rojas;MASCULINO;1990/9/1;FONASA;1184062.25
16.680.522-5;Bernardo Andrés Muñoz Quiroga;MASCULINO;1993/10/19;FONASA;1019000.63
19.316.893-2;Blanca Isidora Campos Rojas;FEMENINO;1995/7/16;ISAPRE;1669142.81
21.044.790-7;Valeria Blanca López González;FEMENINO;1962/9/15;FONASA;1646687.78
11.713.873-1;Cecilia Javiera Rojas Quiroga;FEMENINO;1962/3/4;FONASA;1976387.69
11.744.490-6;Daniela Cecilia Castro Rodríguez;FEMENINO;1975/12/13;ISAPRE;1988939.27
16.363.999-2;Vicente Pablo López Marín;MASCULINO;1961/1/30;FONASA;1073664.79
16.105.951-9;Gabriel Felipe Muñoz Rodríguez;MASCULINO;1976/11/4;FONASA;938345.4500000001
16.379.820-6;Constanza Isidora Ruiz Marín;FEMENINO;1991/5/5;ISAPRE;1861281.07
