RUT;NOMBRE;FECHA_NAC;TIPO_CLIENTE;MONTO;PUNTAJE_CREDITICIO
8.621.933-3;Pablo Juan Saavedra Marín;27-07-77;A;218164;4.52
18.716.903-2;Andrés Francisco Quiroga Castro;15-03-71;B;4824987;8.42
14.157.538-3;Pamela Cecilia Valenzuela Marín;17-05-91;C;4297458;7
4.675.418-3;Ignacio Bernardo López Muñoz;1990-11-0;E;8934396;8.5
18.346.531-4;Constanza Andrea López Díaz;25-03-63;C;9966127;7.22
17.996.644-8;Alejandro Juan Rodríguez Marín;10-06-62;C;8547711;4.99
21.600.893-6;Javier Pablo López Castro;07-06-72;E;6755322;6.92
20.237.992-1;Isabel Isidora Muñoz López;29-06-65;E;7893079;4.32
21.692.402-9;Pedro Ramón Castro López;23-01-86;A;9391194;2.27
21.440.976-6;Constanza Daniela Castro Saavedra;25-04-98;E;8024398;0.95
11.785.972-4;Felipe Pablo Rojas Rojas;10-06-95;B;1758706;7.05
16.047.696-7;Alejandro Bernardo Quiroga González;11-12-81;D;8756843;9.18
13.156.734-1;Andrea Pamela Robles Rodríguez;16-10-78;E;6189675;8.14
13.423.722-1;Javiera Ignacia Valenzuela Ruiz;11-07-92;D;982002;2.75
7.440.110-10;Pablo Vicente Rodríguez López;07-12-81;E;7614812;1.66
8.253.765-3;Isabel Andrea Vergara Robles;29-01-87;B;3961200;9.45
15.392.380-10;Gabriel Gabriel González Rojas;26-08-63;E;5014038;8.18
6.668.230-2;Cecilia Blanca Marín Quiroga;16-04-61;B;1871639;2.14
10.663.126-6;Vicente Alejandro Muñoz Ruiz;20-01-66;C;3960113;6.06
7.271.273-7;Gabriel Bernardo Campos Rojas;19-09-82;D;1908690;3.94
21.108.231-8;Andrés Juan Rodríguez Quiroga;13-04-71;A;8670688;4.59
19.783.064-4;Juan Vicente Vergara Díaz;09-09-89;D;5612052;5.6
18.894.916-2;Isabel Daniela Castro Vergara;29-01-93;E;480800;8.36
19.851.02-9;Gabriel Juan Díaz Castro;09-12-97;C;1221601;2.24
16.936.918-7;Blanca Victoria Rojas López;06-08-88;D;439287;3.6
16.307.938-6;Felipe Francisco Saavedra López;1981-10-0;E;204316;7.19
10.043.901-10;Javier Andrés Rodríguez Valenzuela;07-10-78;C;7390407;6.75
4.787.772-1;Andrea María Ruiz Marín;24-12-85;A;1778292;7.03
13.579.760-2;Pablo Pedro Rodríguez Marín;06-02-83;B;5440433;9.77
4.782.394-4;Andrea Isidora Díaz Rojas;07-04-87;C;2196260;6.18
13.682.595-4;Rodrigo Bernardo Ruiz Valenzuela;03-04-79;C;4774002;1.26
9.619.271-10;Javier Alejandro Quiroga Rojas;14-06-67;C;4077961;2.63
7.415.427-1;Andrés Francisco González Vergara;15-03-73;E;492914;0.82
5.717.294-7;Gabriel Francisco Muñoz Valenzuela;06-06-98;D;253916;2.34
14.732.831-2;Andrea Blanca Castro González;10-05-90;A;3805407;6.58
4.877.883-5;Juan Pedro González Rojas;01-06-65;E;6856940;9.29
19.266.118-6;Paula Victoria Díaz López;25-08-65;C;6692575;5.59
19.445.010-3;Valeria Victoria Rodríguez Quiroga;04-03-97;A;6030324;6.35
10.406.449-4;Francisco Alejandro Marín Castro;18-04-83;D;8111573;0.99
5.080.945-4;Paula Daniela Rodríguez Campos;09-07-80;C;7244986;4.1
20.325.410-6;Juan Pedro Vergara Muñoz;28-04-62;E;2753989;0.54
8.161.572-7;Pamela Paula Robles Ruiz;19-01-65;A;9919485;3.46
4.237.580-9;Javier Vicente Robles Ruiz;21-09-74;A;6320098;6.19
18.306.869-8;Constanza Isabel Valenzuela Ruiz;28-11-78;C;6459840;5.94
14.502.816-7;Cecilia Paula Rojas González;21-03-80;D;2130603;2.25
9.175.266-4;Daniela Daniela López Marín;04-05-61;A;8559756;1.72
15.962.331-3;Rodrigo Gabriel Saavedra Rojas;12-04-74;E;3438113;5.15
4.332.189-3;Javier Felipe López Muñoz;03-02-73;D;9671441;4.98
12.558.153-5;Javiera Cecilia Rodríguez Saavedra;27-06-74;A;3803155;8.92
8.615.668-10;Juan Alejandro Rojas Saavedra;10-06-98;C;7800885;8.12
10.876.684-3;Alejandro Rodrigo Rodríguez Díaz;04-09-74;E;8277328;3.43
17.954.271-7;Gabriel Ignacio Robles Rodríguez;24-10-71;C;1343389;5.13
18.801.378-8;Vicente Andrés Marín Saavedra;30-08-67;C;4367408;5.06
14.154.077-7;Javier Javier Campos Robles;08-02-67;B;8215970;8.11
5.648.732-2;Gabriel Felipe Quiroga Robles;29-03-71;A;9046944;5.94
10.100.844-7;Pedro Felipe González Castro;26-04-94;E;2501362;5.83
7.435.779-1;Isidora Pamela Saavedra Díaz;11-04-60;A;4781938;8.16
16.762.880-9;Andrés Javier Muñoz Rojas;29-04-00;A;2437497;6.78
15.346.388-10;Victoria Constanza Díaz Robles;27-11-80;B;3367163;9.34
17.765.024-6;Ignacio Ramón González Saavedra;28-09-76;A;8387791;7.82
18.280.243-1;Cecilia Andrea Saavedra Valenzuela;28-07-91;C;4637929;4.35
10.026.149-2;Victoria Victoria Ruiz Castro;05-03-86;E;3684893;6.88
19.290.145-1;Constanza Daniela Vergara Campos;02-05-93;A;1646488;4.99
6.388.608-5;Victoria Isidora Campos Campos;08-08-74;B;8601808;8.44
5.328.216-2;Ignacio Felipe Quiroga López;29-01-92;C;3265051;9.38
17.188.03-9;Francisco Rodrigo Valenzuela Castro;11-01-00;A;7212302;4.92
5.498.732-10;Pedro Pablo Valenzuela Valenzuela;06-12-86;C;7134272;8.81
17.548.335-1;Valeria Victoria Campos Rodríguez;07-03-83;C;8673869;8.38
15.730.383-1;Ignacia Cecilia Quiroga Castro;18-06-88;E;1848193;5.32
20.685.222-3;Bernardo Juan López Rojas;01-07-64;A;1977371;8.55
13.853.659-8;Juan Vicente Ruiz López;19-07-73;C;5365495;8.61
21.868.476-3;Javier Felipe López Díaz;13-03-75;B;5300861;6.07
7.406.044-9;Daniela Daniela Campos Valenzuela;24-07-82;E;1680119;9.68
5.760.609-1;Pamela Valeria Robles Rojas;16-06-98;A;8482715;0.16
17.636.858-1;Blanca Cecilia Marín Valenzuela;09-10-71;D;4461090;3.83
4.777.357-2;Pablo Rodrigo Campos Robles;03-01-93;C;6082167;2.71
13.882.054-8;Cecilia Paula Castro Muñoz;28-08-70;E;8073974;6.06
4.622.169-1;Valeria Paula González González;06-08-87;D;3204767;9.62
5.371.872-3;María Isidora Castro González;30-05-89;B;5421631;0.42
16.859.969-1;Gabriel Bernardo López Castro;11-12-78;D;185032;8.83
5.902.757-8;Paula Pamela López Rodríguez;17-11-67;A;8069517;6.53
19.292.819-9;Francisco Francisco López Quiroga;08-02-69;E;2013534;3.28
17.092.09-8;Ignacio Juan Quiroga Castro;18-10-78;B;1132580;1.17
8.150.297-6;Isabel Constanza Rojas Robles;08-10-74;A;589323;3.92
20.313.740-8;Isidora Javiera Muñoz Robles;15-08-84;D;462564;3.96
21.438.115-9;Isabel Blanca López Rojas;19-03-70;D;3803701;9.54
7.283.942-8;Cecilia Pamela López González;09-04-96;A;1141924;7.96
5.310.039-4;Daniela Victoria Campos Díaz;21-03-92;E;177231;6.08
9.635.970-10;María Valeria Marín Rodríguez;02-03-60;E;1007821;2.63
16.369.378-10;Juan Felipe Rodríguez Vergara;22-12-64;A;4798608;5.25
18.321.635-1;Bernardo Felipe Rojas Castro;24-03-94;E;7656021;4.44
13.057.375-5;Isabel Javiera Muñoz Campos;15-09-91;A;9829575;2.14
10.730.916-5;María Cecilia Quiroga Castro;29-12-73;D;574807;0.68
10.723.592-5;Bernardo Javier Castro Saavedra;03-05-84;A;8489687;8.79
20.808.572-9;Rodrigo Ramón Ruiz Díaz;09-12-95;A;1935257;8.35
9.290.198-0;Daniela Isabel Ruiz Díaz;05-05-96;B;2283180;0.47
13.119.497-7;Isabel Blanca Castro Marín;10-10-00;D;305460;6.57
5.172.420-10;Gabriel Pedro López Ruiz;03-10-69;D;545993;2.62
6.160.235-1;Blanca Pamela Robles Rojas;21-08-71;B;9034960;3.25
15.190.129-6;Andrea Andrea Saavedra Díaz;22-12-76;C;4787656;2
19.054.119-5;Cecilia Javiera Rodríguez Díaz;16-05-71;D;7756575;0.44
20.921.519-10;Javiera Valeria González Saavedra;29-06-94;C;8422232;7.78
18.172.945-6;Andrés Ramón Valenzuela Marín;28-03-66;E;1809464;5.81
13.393.426-9;Andrea Isidora Rodríguez González;22-12-66;C;54358;3.35
15.823.299-8;Javiera Cecilia López Saavedra;24-03-66;D;5029065;7.83
11.687.115-8;María Pamela Robles González;06-05-62;D;6723713;3.31
6.086.548-3;Juan Bernardo Ruiz Díaz;01-11-75;E;4827734;8.33
20.857.387-6;Ignacio Rodrigo Castro González;21-06-70;D;9384879;8.93
21.559.061-8;Andrés Vicente Castro Ruiz;17-01-63;E;1618374;2.05
5.725.055-8;Juan Alejandro Valenzuela Rojas;20-04-98;A;638154;9.02
7.614.065-6;Ignacia Paula Quiroga Díaz;11-12-61;B;341884;7.43
4.035.258-4;Andrés Javier Rojas Muñoz;23-03-76;D;8415779;4.17
14.117.419-0;Pedro Ignacio Campos Rodríguez;15-02-77;D;8931856;1.52
20.514.874-0;Victoria Valeria Vergara López;14-08-67;A;8784413;4.43
21.817.694-6;Isidora Valeria González Rodríguez;25-05-70;B;3204297;1.94
10.973.165-6;Gabriel Rodrigo Vergara Castro;19-10-95;B;7288411;1.26
21.469.114-8;Vicente Pedro Campos Robles;25-01-95;B;4155705;2.91
14.316.140-1;Pablo Rodrigo Rodríguez Campos;30-12-67;D;4377302;8.23
15.982.069-8;Pedro Pablo Rodríguez Robles;01-03-75;D;7732977;1.07
14.399.501-8;Daniela Andrea Rojas Marín;28-02-72;B;8083637;0.26
15.603.039-1;Pablo Javier Quiroga Campos;18-11-87;E;5701132;6.88
17.457.845-6;Francisco Pablo Marín Robles;16-06-95;B;6700551;9.03
12.485.117-4;Constanza María Marín Quiroga;09-04-90;C;9062302;6.62
10.658.682-1;Valeria Isidora Muñoz Quiroga;26-09-00;B;946232;1.13
7.610.902-3;María Cecilia López Saavedra;19-04-82;A;4783515;2.5
13.447.443-0;Valeria Constanza Marín Rodríguez;21-09-62;D;3052636;5.54
5.370.036-0;Javiera Daniela Ruiz González;11-12-75;B;8675056;6.18
15.421.793-3;Pamela Javiera Castro Robles;25-03-75;B;9742620;6.21
17.391.928-5;Victoria Victoria López Ruiz;04-04-80;D;4655478;0.39
7.562.367-4;Ignacia Isidora Díaz Marín;06-10-65;C;2668075;6.59
5.241.775-9;Juan Ignacio Vergara Díaz;11-12-88;E;7069938;6.28
7.896.998-6;Blanca Paula Saavedra González;11-09-61;B;4934709;8.68
12.099.093-7;Ignacia Ignacia Ruiz Saavedra;27-04-71;B;9376825;8.27
21.358.390-0;Andrea Ignacia Rodríguez Ruiz;02-07-63;E;1303956;0.35
16.736.863-3;Blanca Javiera Marín González;03-09-79;E;6340157;5.45
5.112.861-10;Constanza Constanza Marín Vergara;30-08-79;D;1838173;3.74
18.052.511-6;Pamela Daniela Rojas Vergara;27-07-70;B;3143423;0.95
15.890.990-1;Ramón Pablo Vergara Rodríguez;14-06-64;C;9287757;3.35
10.563.481-5;Vicente Andrés Vergara Robles;28-03-78;D;2340116;2.27
11.828.058-3;Cecilia Victoria Marín Marín;14-08-77;D;3409848;7.26
10.121.099-10;Vicente Pablo Vergara Vergara;28-02-64;A;8864715;8.91
14.010.945-1;Francisco Pedro González Ruiz;14-05-78;B;6007989;4.19
18.187.918-3;Daniela María Rodríguez Marín;10-01-84;D;7124695;3.2
7.939.933-10;Isidora Javiera Díaz Castro;08-03-93;E;7028374;1.62
10.877.709-8;Constanza Cecilia Vergara Vergara;19-06-79;A;9335198;1.96
19.627.044-1;María Daniela Rodríguez López;11-04-79;C;4476930;5.73
12.149.418-10;Andrea Isidora Quiroga Vergara;09-03-64;E;9150135;5.57
13.366.165-3;Isidora Ignacia Valenzuela Díaz;26-02-95;C;251590;2.81
12.818.960-2;Gabriel Bernardo González Rojas;07-12-91;E;2433260;7.8
6.780.340-8;Javier Javier Díaz Marín;16-10-85;E;4058623;8.08
14.150.085-5;Andrea Andrea Saavedra Rojas;26-04-65;C;9882955;8.37
6.094.984-1;Isabel Andrea Rodríguez Vergara;20-07-89;A;1777666;4.08
15.456.960-5;Gabriel Alejandro Robles Muñoz;07-06-60;E;7656125;5.04
15.125.153-8;Francisco Pedro Saavedra Rojas;29-05-62;A;9466826;9.35
8.863.285-5;Gabriel Pedro López Rojas;11-05-86;B;5307504;9.65
10.391.106-5;Ignacia Valeria Castro Quiroga;18-03-88;D;2548767;0.26
19.108.194-10;Constanza Daniela Saavedra Rojas;03-08-75;A;1355262;7.5
7.501.437-7;Andrés Juan Rodríguez Rodríguez;27-10-64;C;677137;3.04
11.052.557-7;Javiera Andrea Quiroga Quiroga;29-05-63;C;3375723;9.71
21.566.543-4;Pablo Vicente Vergara Díaz;18-08-75;B;3661501;3.49
10.730.846-5;Ignacio Felipe Rojas Muñoz;22-07-91;A;1375077;5.68
19.320.138-7;Javiera Isidora Vergara Rojas;1986-6-0;C;7598107;7.15
16.129.471-0;Pedro Ramón Saavedra Ruiz;27-07-89;B;8828400;0.55
12.043.430-7;Isidora Andrea Robles Muñoz;15-06-71;B;3876270;4.24
9.805.522-6;Constanza Victoria Muñoz González;25-01-66;B;6477646;3.48
21.235.224-0;Pedro Juan Valenzuela Díaz;23-03-74;B;4109321;8.09
19.377.870-2;Felipe Javier Muñoz Robles;22-05-72;A;6814046;1.87
17.377.402-5;Ramón Ramón Quiroga Valenzuela;21-09-67;B;1858637;1.9
12.291.407-1;Felipe Rodrigo Muñoz Rojas;22-03-73;B;8193647;6.47
10.023.710-4;María Blanca Rodríguez Saavedra;1964-4-0;B;6225278;2.7
20.206.546-8;Javier Bernardo Marín Rodríguez;08-02-92;D;6483419;2.58
17.783.011-5;Andrea Andrea Valenzuela Rojas;11-07-00;D;508991;9.73
12.613.405-4;Paula Isabel Ruiz González;03-07-71;C;269131;7.36
7.430.241-3;Daniela Constanza Díaz Muñoz;02-11-90;C;9130565;7.56
10.219.944-6;Francisco Juan Saavedra Muñoz;18-07-61;C;7402329;5.55
21.678.026-5;Javier Ramón Ruiz Vergara;17-05-81;B;7945372;4.84
4.983.862-9;Victoria Daniela Castro Muñoz;28-12-00;A;4817096;2.29
12.813.562-8;Bernardo Francisco González Saavedra;1981-8-0;B;8668896;9.47
21.622.805-5;Blanca Andrea Campos Ruiz;15-05-61;E;3210432;0.32
16.734.707-6;María Isabel Valenzuela Díaz;16-09-00;C;1980357;1.04
12.821.859-0;Daniela Constanza Castro González;30-05-72;B;1617531;5.19
14.424.585-10;Ramón Pablo Rodríguez Rodríguez;13-08-75;B;3384845;1.86
4.967.382-4;Ignacio Ramón Díaz Quiroga;28-07-73;B;674325;9.02
20.708.058-3;Paula Blanca Valenzuela Castro;19-09-95;B;3707984;2.29
17.102.475-0;Blanca Victoria Ruiz Castro;05-07-66;A;7677274;1.88
5.04.950-8;Constanza Constanza Vergara González;29-05-78;D;7364059;1.83
10.922.906-2;Blanca Cecilia Vergara Rodríguez;03-04-99;E;2834369;8.38
7.345.656-5;Cecilia Isabel Díaz Ruiz;12-02-85;C;42298;3.7
17.125.535-9;Daniela Ignacia Díaz Robles;15-06-73;C;4214951;0.51
7.121.741-0;Victoria Cecilia Valenzuela López;01-11-88;E;1984902;5.04
18.776.859-10;Isidora Javiera López Quiroga;03-02-64;A;7400363;3.47
4.024.682-10;Valeria Victoria Saavedra Robles;22-02-72;E;1641792;2.16
18.316.289-8;Blanca Constanza Díaz Vergara;05-12-86;C;5025136;6.43
17.308.792-10;Bernardo Bernardo Campos Valenzuela;16-08-00;A;8545257;4.77
4.505.407-4;Javier Felipe Castro Castro;20-06-66;A;7634035;6.51
18.960.421-4;Cecilia Isidora Saavedra Quiroga;03-04-81;E;2975113;1.91
13.416.874-8;Javiera Blanca Ruiz López;16-01-76;C;7666284;5.96
4.590.071-6;Daniela Ignacia Rodríguez Vergara;08-05-69;C;6075450;4.8
20.081.815-9;Pablo Alejandro González Quiroga;05-08-89;D;72235;2.89
16.354.695-9;Cecilia Isidora Marín Campos;05-05-71;E;3676849;4.34
8.738.616-3;Valeria Victoria Rojas Muñoz;01-11-82;D;1789069;9.26
11.914.625-9;Javiera Ignacia Díaz Robles;19-02-78;B;3239347;4.05
12.497.305-1;Juan Pablo Campos Castro;09-05-74;D;1162612;6.84
8.204.882-2;Gabriel Pedro Saavedra Saavedra;26-09-97;A;9525945;7.53
8.234.235-9;Andrés Ignacio González Castro;04-09-86;E;3762873;8.22
10.921.166-2;Juan Pablo Rojas López;22-05-98;A;4093728;3.26
7.876.393-4;Juan Pedro Castro Valenzuela;14-07-98;C;7197120;0.2
14.051.624-8;Juan Juan Rodríguez Robles;26-02-63;A;7392963;1.36
16.893.934-1;Francisco Javier Valenzuela Castro;09-08-99;B;847403;7.07
12.360.758-10;Ignacio Pablo Robles Rojas;17-07-64;C;9755745;7.46
4.866.662-10;Felipe Ignacio Campos Valenzuela;05-10-97;C;8954225;0.61
10.881.665-0;Ignacio Alejandro Díaz Valenzuela;1994-10-0;E;4325132;8.01
17.922.927-8;Pamela Cecilia Valenzuela Castro;24-04-91;A;8921875;0.6
21.956.355-8;Andrés Pablo Castro Díaz;27-04-80;D;296257;7.62
13.203.129-2;Juan Andrés López González;01-07-94;E;2641727;9.73
21.176.131-7;Victoria Isidora Saavedra Rodríguez;27-07-73;A;528511;7.77
15.617.706-0;Vicente Vicente Díaz Rodríguez;1978-8-0;C;6960824;0.95
19.677.904-6;Francisco Alejandro Rojas Rodríguez;17-05-75;B;467229;4.94
6.268.514-1;Isidora Constanza Saavedra Saavedra;09-06-84;B;9962547;3.55
20.111.608-0;Pablo Javier Díaz Muñoz;19-09-88;D;6336479;7.03
21.380.928-7;Cecilia Isidora Muñoz Rojas;10-06-77;E;7581609;7.94
5.566.761-5;Ramón Andrés Marín Rojas;03-02-79;B;2267297;3.24
9.052.458-2;Francisco Javier Ruiz Rodríguez;23-06-86;A;5683903;8.8
15.174.392-0;Isidora Constanza Castro Robles;18-04-00;D;4487438;7.89
20.355.935-8;Pedro Ramón López Saavedra;07-01-74;D;1409073;2.25
16.346.891-9;Andrés Gabriel López Vergara;02-09-81;B;4446236;4.39
18.669.680-5;Ignacia Pamela Rojas Ruiz;09-08-62;C;8873614;2.44
13.556.844-0;Daniela Isabel González Marín;28-03-86;A;965502;3.8
4.964.904-6;Andrea Cecilia Rodríguez Rodríguez;1968-10-0;B;252781;5.23
16.185.823-2;Andrés Javier Rodríguez Muñoz;21-04-75;C;2463426;4.52
19.564.444-7;Javier Gabriel Robles Díaz;26-03-79;A;4014469;8.1
21.427.388-3;Ignacia Victoria Robles Campos;24-12-95;D;2463739;5.56
5.953.920-10;Pablo Rodrigo Ruiz González;01-04-65;B;5085548;4.57
8.850.777-8;Francisco Alejandro Quiroga Rodríguez;12-02-71;A;6172208;7.68
17.796.256-1;María Daniela Ruiz Saavedra;15-10-97;B;27274;7.9
16.839.463-6;Juan Alejandro Marín Rodríguez;21-06-83;B;1298726;4.59
9.310.377-9;Daniela Pamela Saavedra Muñoz;30-04-99;D;8751009;7.74
21.355.597-4;Andrés Alejandro Campos Muñoz;18-01-91;E;6409897;2.68
7.415.453-4;Ignacio Juan Saavedra Ruiz;21-04-68;A;3315747;0.55
15.380.315-7;Andrés Rodrigo Marín Rodríguez;24-08-71;B;1589408;9.46
10.727.556-10;Ignacia Cecilia Quiroga González;11-02-00;E;8736611;3.86
19.052.973-6;Gabriel Ramón Saavedra Rodríguez;18-03-94;B;2474513;3.85
18.749.411-2;Francisco Ramón González López;10-09-60;B;5372451;8.05
11.680.853-2;Ignacio Rodrigo Díaz Rojas;18-12-89;D;9878367;2.18
6.227.082-10;Gabriel Juan Saavedra Muñoz;28-07-82;C;1323928;3.48
18.05.743-8;Constanza Valeria Saavedra Quiroga;19-06-95;C;97141;5.31
17.431.257-0;Cecilia Andrea Díaz Rojas;20-01-63;C;4782741;3.49
10.328.198-10;Javiera María Muñoz Rodríguez;20-10-99;B;3090267;5.92
18.817.518-0;Javiera Isidora Quiroga López;03-04-61;D;9254681;3.02
7.946.832-8;María Cecilia Valenzuela Rodríguez;14-12-60;B;5511082;3.27
17.141.825-0;Victoria Valeria Castro Ruiz;20-07-61;C;3475006;8
16.657.910-10;Alejandro Javier Vergara González;27-02-84;B;4647018;6.53
15.321.551-3;Felipe Ramón Muñoz Vergara;25-07-99;A;2084221;1.94
8.450.734-0;Blanca Paula Robles Marín;14-10-81;D;6650027;7.84
4.235.093-5;Isabel Victoria Castro Vergara;22-07-84;E;4818713;5.03
10.643.273-8;Isabel Ignacia Campos Muñoz;08-04-89;B;2203510;5.56
17.288.667-8;Felipe Gabriel Díaz Rojas;06-07-74;A;5068570;2.93
11.742.100-6;Victoria Isidora Saavedra Marín;12-10-78;C;8059595;9.17
6.145.461-4;Felipe Pedro Vergara Ruiz;26-09-89;C;777737;3.24
8.534.413-8;Constanza Ignacia Saavedra Castro;25-02-98;C;9034952;8.68
16.995.434-0;Paula Pamela Robles Díaz;09-03-76;C;2908620;9.68
6.128.781-2;Javiera Paula López Campos;17-02-85;D;6029424;4.95
17.809.428-0;Andrés Pablo Valenzuela Rodríguez;09-07-69;E;3813175;6.13
19.641.316-3;Constanza Isabel Rojas Rodríguez;02-10-79;B;3566745;3.88
17.452.935-8;Andrés Gabriel Marín Robles;13-05-67;C;2882669;6.21
12.461.798-0;Constanza Victoria López Robles;20-11-97;A;6351919;6.91
15.121.888-2;Blanca Ignacia Rodríguez Díaz;07-06-73;B;6550206;5.44
9.910.594-4;Pamela Constanza Rojas Díaz;05-03-95;C;4939865;0.47
7.518.838-6;Isidora Andrea Rodríguez González;07-11-78;D;5525671;4.6
10.238.712-4;Ignacio Francisco Vergara Rodríguez;24-02-84;C;1099263;9.22
13.980.817-4;Javier Ramón Muñoz López;07-10-70;D;1503059;6.11
21.381.451-0;Francisco Alejandro Quiroga Castro;29-04-80;B;7102167;8.21
7.789.723-3;Pablo Vicente González Quiroga;15-06-79;C;6879056;9.06
16.926.111-9;María Isabel Vergara Díaz;15-08-87;B;6115941;5.11
11.667.822-9;Ignacia Cecilia González Rodríguez;24-05-73;C;2749605;8.85
14.929.325-9;Ramón Felipe Rodríguez Ruiz;28-03-94;C;3287044;0.14
20.165.534-5;Victoria Javiera Díaz Marín;15-12-68;C;3653316;1.8
16.420.215-4;Javiera Victoria Rojas Ruiz;01-01-76;C;7217429;5.13
17.998.947-8;Pamela Ignacia Rojas Muñoz;05-11-86;D;371059;3.25
10.122.666-9;Paula Valeria Rojas Díaz;19-05-94;A;1615931;6.02
10.635.275-10;Andrés Alejandro Vergara Campos;21-08-86;B;2435418;2.36
16.437.133-8;Pablo Bernardo Rodríguez Rodríguez;24-04-84;B;9524814;6.05
17.804.581-0;Constanza Pamela Ruiz Marín;30-11-69;D;6092970;9.93
7.533.948-5;Pamela Blanca Rojas Rodríguez;14-09-97;C;9841941;9.22
18.626.580-5;Juan Gabriel Rodríguez Díaz;17-09-75;E;4815522;0.66
9.058.192-2;Isabel Victoria Rodríguez Rodríguez;21-01-71;D;9248078;9.12
16.280.023-2;Bernardo Gabriel Robles Rodríguez;30-12-64;D;4874240;9.82
13.265.122-8;Pedro Gabriel Rodríguez López;04-03-64;E;9495836;0.27
16.516.383-2;Vicente Alejandro Valenzuela Robles;1967-12-0;D;4461750;2.39
16.564.948-8;Constanza Valeria Marín Saavedra;01-06-97;A;4249604;8.22
20.612.746-3;Victoria Andrea Marín Díaz;25-01-94;D;8258651;1.8
16.298.023-4;Daniela Ignacia Vergara Ruiz;12-12-78;C;507327;8.79
12.112.471-2;Isabel Isidora Valenzuela Valenzuela;26-01-87;C;9531863;4.23
18.946.953-9;Francisco Alejandro Saavedra López;15-01-00;A;4132409;9.93
12.113.535-2;María Paula González Rodríguez;29-07-75;E;8974891;0.98
12.902.813-6;Pedro Felipe Quiroga González;28-02-77;B;3832834;2.29
13.256.501-9;Isabel Valeria López Saavedra;19-10-77;B;6126685;9.53
7.949.028-0;Ignacia Daniela Ruiz Díaz;10-06-89;C;7660015;0.13
19.445.248-2;Ignacia Javiera Ruiz Díaz;16-10-69;C;610814;1.74
9.329.194-0;Andrés Bernardo Saavedra Rodríguez;28-11-97;B;4869750;7.56
8.114.022-8;Daniela Constanza Ruiz López;14-07-97;E;3316368;7.92
8.113.756-2;Isabel Blanca Rojas Rojas;01-03-97;A;206129;4.81
18.922.069-2;Pablo Ignacio Marín Rodríguez;20-06-68;B;2400443;2.77
11.294.038-6;Francisco Felipe Robles Marín;18-01-92;A;4424949;6.1
21.039.941-3;María Valeria Robles López;20-01-95;D;1552984;0.73
16.916.145-6;Rodrigo Alejandro Castro Rodríguez;30-05-75;C;8451891;6.65
5.548.332-1;Javier Pedro Ruiz Vergara;18-07-94;E;5881571;8.86
18.343.264-0;Ignacio Ignacio Castro González;11-09-77;C;3963540;6.5
11.344.905-2;Andrea Ignacia Marín Marín;07-04-87;E;9437832;1.17
8.610.767-10;Paula Valeria Muñoz Ruiz;29-06-97;E;2494158;8.74
11.600.981-10;Valeria Victoria Saavedra Díaz;25-04-95;B;1649402;2.29
14.451.305-1;Javier Pablo Muñoz Robles;21-07-88;A;3581763;1.01
19.721.609-0;Valeria Isabel Quiroga González;03-09-60;B;6573867;3.75
14.893.761-3;Valeria Andrea Saavedra Marín;08-01-87;B;9201544;9.36
8.870.104-10;Valeria Victoria Rojas Ruiz;09-08-67;D;1065569;4.47
21.498.077-7;Francisco Andrés Valenzuela González;18-01-95;D;6502871;1.44
12.154.830-9;Francisco Francisco Castro Valenzuela;12-05-95;A;5513370;6.78
17.093.722-2;Valeria Ignacia Rojas Díaz;27-09-91;B;296511;8.3
12.795.850-9;Blanca Ignacia Saavedra Rojas;1997-2-0;B;7795951;5.68
15.991.075-4;María Daniela Saavedra Marín;21-05-92;C;874300;1.66
10.265.416-0;Alejandro Pablo Ruiz González;19-06-60;E;7514303;1.88
9.205.455-4;Rodrigo Javier López Campos;09-02-83;C;1153679;0.8
10.312.484-10;Victoria Constanza Rojas Díaz;25-02-99;D;6098572;5.53
16.06.738-8;Isabel Cecilia Rojas Saavedra;29-01-62;C;9981457;6.52
14.133.449-2;Isabel Daniela González Vergara;21-03-75;D;2331048;6.78
20.361.473-2;Blanca Cecilia Rodríguez López;1973-7-0;E;7512200;7.21
18.038.640-4;Blanca Pamela López Rojas;10-02-78;E;36214;3.13
7.353.434-5;Vicente Vicente Rojas Rojas;10-12-94;D;6962600;6.09
17.644.094-7;Javiera Daniela Marín Vergara;11-08-63;A;7697924;5.11
20.458.037-6;Gabriel Rodrigo Saavedra Saavedra;06-07-92;C;6867943;7.21
4.925.770-10;Javier Rodrigo Marín Campos;23-01-95;E;1439389;5.25
9.171.265-7;Andrés Bernardo Castro Rodríguez;17-07-77;A;9714171;8.5
6.236.704-2;Pamela Cecilia Rojas Robles;11-11-62;E;2647928;9.69
4.064.733-0;Bernardo Javier Díaz Vergara;12-12-76;E;920632;4.42
14.642.107-1;Felipe Gabriel Díaz Marín;04-07-73;C;6274835;6.39
16.321.162-5;Bernardo Bernardo Rojas Castro;09-07-69;A;5886798;7.49
19.880.269-1;Andrés Gabriel Muñoz Ruiz;03-01-71;A;6019780;1.17
10.762.527-1;Juan Ramón Marín Quiroga;30-09-75;D;2399709;9.08
4.489.642-0;Ramón Alejandro Valenzuela Rodríguez;15-10-74;C;2649928;4.69
18.723.790-6;Pedro Pedro Saavedra Rodríguez;02-10-98;E;541840;2.33
8.571.728-3;Bernardo Alejandro Quiroga González;11-11-88;D;824001;9.1
